matrix,source_model,model_key,source_layer,layer_group,transformer_block,module,shape_family,method,pruning_family,target_sparsity,pruning_block_size,rows,cols,nnz,realized_sparsity,mask_sha256_16,activation_calibration
opt_2p7b_l16_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.16.self_attn.out_proj.weight,opt_2p7b_block_16,16,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,025d18b1db614d93,
opt_2p7b_l16_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.16.self_attn.out_proj.weight,opt_2p7b_block_16,16,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,01debfe4f1af480b,opt_2p7b.npz
opt_2p7b_l16_q_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.16.self_attn.q_proj.weight,opt_2p7b_block_16,16,q_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,ababdf234ad6b5f3,
opt_2p7b_l16_q_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.16.self_attn.q_proj.weight,opt_2p7b_block_16,16,q_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,e6e463037a532978,opt_2p7b.npz
opt_2p7b_l16_q_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.16.self_attn.q_proj.weight,opt_2p7b_block_16,16,q_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,62824a2f288ca4c2,
opt_2p7b_l16_q_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.16.self_attn.q_proj.weight,opt_2p7b_block_16,16,q_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,1824b0c93867bdf0,opt_2p7b.npz
opt_2p7b_l16_q_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.16.self_attn.q_proj.weight,opt_2p7b_block_16,16,q_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,440336e344affad6,
opt_2p7b_l16_q_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.16.self_attn.q_proj.weight,opt_2p7b_block_16,16,q_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,e3dfc993fbeb3d7f,opt_2p7b.npz
opt_2p7b_l17_o_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.out_proj.weight,opt_2p7b_block_17,17,o_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,6a375cfac93f1c43,
opt_2p7b_l17_o_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.out_proj.weight,opt_2p7b_block_17,17,o_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,659884a4eb785a98,opt_2p7b.npz
opt_2p7b_l17_o_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.out_proj.weight,opt_2p7b_block_17,17,o_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,cf98daba3f649718,
opt_2p7b_l17_o_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.out_proj.weight,opt_2p7b_block_17,17,o_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,b176621370aded54,opt_2p7b.npz
opt_2p7b_l17_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.out_proj.weight,opt_2p7b_block_17,17,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,f5213ec08688ac65,
opt_2p7b_l17_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.out_proj.weight,opt_2p7b_block_17,17,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,780dd04f83625ea1,opt_2p7b.npz
opt_2p7b_l17_q_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.q_proj.weight,opt_2p7b_block_17,17,q_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,a612461b618defbe,
opt_2p7b_l17_q_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.q_proj.weight,opt_2p7b_block_17,17,q_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,333df4007b81e46e,opt_2p7b.npz
opt_2p7b_l17_q_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.q_proj.weight,opt_2p7b_block_17,17,q_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,1d8b6b45413d3fff,
opt_2p7b_l17_q_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.q_proj.weight,opt_2p7b_block_17,17,q_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,04097592d2b8ba38,opt_2p7b.npz
opt_2p7b_l17_q_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.q_proj.weight,opt_2p7b_block_17,17,q_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,e0370ba06e2614f7,
opt_2p7b_l17_q_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.17.self_attn.q_proj.weight,opt_2p7b_block_17,17,q_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,9ae1bdf79cd64d56,opt_2p7b.npz
opt_2p7b_l19_o_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.out_proj.weight,opt_2p7b_block_19,19,o_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,54610ba349808931,
opt_2p7b_l19_o_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.out_proj.weight,opt_2p7b_block_19,19,o_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,9ce3fb1050449273,opt_2p7b.npz
opt_2p7b_l19_o_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.out_proj.weight,opt_2p7b_block_19,19,o_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,8efc045f4b605566,
opt_2p7b_l19_o_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.out_proj.weight,opt_2p7b_block_19,19,o_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,ee0011175f103573,opt_2p7b.npz
opt_2p7b_l19_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.out_proj.weight,opt_2p7b_block_19,19,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,9a06e0835eca5853,
opt_2p7b_l19_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.out_proj.weight,opt_2p7b_block_19,19,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,09431c8abd2bace2,opt_2p7b.npz
opt_2p7b_l19_q_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.q_proj.weight,opt_2p7b_block_19,19,q_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,d1936aad3b412811,
opt_2p7b_l19_q_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.q_proj.weight,opt_2p7b_block_19,19,q_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,864766a5050d8fb3,opt_2p7b.npz
opt_2p7b_l19_q_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.q_proj.weight,opt_2p7b_block_19,19,q_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,b7acf472606b6f15,
opt_2p7b_l19_q_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.q_proj.weight,opt_2p7b_block_19,19,q_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,ddb9f0cb3b3bb18c,opt_2p7b.npz
opt_2p7b_l19_q_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.q_proj.weight,opt_2p7b_block_19,19,q_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,a8c2f84cc0e65e21,
opt_2p7b_l19_q_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.19.self_attn.q_proj.weight,opt_2p7b_block_19,19,q_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,5a7b4f8c6d071db7,opt_2p7b.npz
opt_2p7b_l20_o_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.out_proj.weight,opt_2p7b_block_20,20,o_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,462ff1072cf0e7ad,
opt_2p7b_l20_o_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.out_proj.weight,opt_2p7b_block_20,20,o_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,5965e237bd83046d,opt_2p7b.npz
opt_2p7b_l20_o_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.out_proj.weight,opt_2p7b_block_20,20,o_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,9898ee80d548c61c,
opt_2p7b_l20_o_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.out_proj.weight,opt_2p7b_block_20,20,o_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,9a1df703dd9f945e,opt_2p7b.npz
opt_2p7b_l20_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.out_proj.weight,opt_2p7b_block_20,20,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,345e899080b72219,
opt_2p7b_l20_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.out_proj.weight,opt_2p7b_block_20,20,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,34dc62fc952d35fa,opt_2p7b.npz
opt_2p7b_l20_q_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.q_proj.weight,opt_2p7b_block_20,20,q_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,22c957619cf300e4,
opt_2p7b_l20_q_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.q_proj.weight,opt_2p7b_block_20,20,q_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,151931a1d25109cd,opt_2p7b.npz
opt_2p7b_l20_q_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.q_proj.weight,opt_2p7b_block_20,20,q_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,3f6e52de421f29c7,
opt_2p7b_l20_q_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.q_proj.weight,opt_2p7b_block_20,20,q_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,abf7f9480e49082b,opt_2p7b.npz
opt_2p7b_l20_q_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.q_proj.weight,opt_2p7b_block_20,20,q_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,97290729df090f3c,
opt_2p7b_l20_q_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.20.self_attn.q_proj.weight,opt_2p7b_block_20,20,q_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,aab0ea21c01261eb,opt_2p7b.npz
opt_2p7b_l21_o_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.out_proj.weight,opt_2p7b_block_21,21,o_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,6e1c1f8071f14f8f,
opt_2p7b_l21_o_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.out_proj.weight,opt_2p7b_block_21,21,o_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,2930cfaac63970c5,opt_2p7b.npz
opt_2p7b_l21_o_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.out_proj.weight,opt_2p7b_block_21,21,o_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,0437a00a11d3be6f,
opt_2p7b_l21_o_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.out_proj.weight,opt_2p7b_block_21,21,o_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,4ae3ddcfa64ff176,opt_2p7b.npz
opt_2p7b_l21_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.out_proj.weight,opt_2p7b_block_21,21,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,e9a57191499c57ca,
opt_2p7b_l21_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.out_proj.weight,opt_2p7b_block_21,21,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,4d95946d11acf75a,opt_2p7b.npz
opt_2p7b_l21_q_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.q_proj.weight,opt_2p7b_block_21,21,q_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,5797b0983e721afe,
opt_2p7b_l21_q_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.q_proj.weight,opt_2p7b_block_21,21,q_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,fdb9d2bdebcbfb79,opt_2p7b.npz
opt_2p7b_l21_q_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.q_proj.weight,opt_2p7b_block_21,21,q_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,13a8d1a55f6c56f5,
opt_2p7b_l21_q_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.q_proj.weight,opt_2p7b_block_21,21,q_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,812d9ebdfd9fdfe0,opt_2p7b.npz
opt_2p7b_l21_q_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.q_proj.weight,opt_2p7b_block_21,21,q_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,21d7955e3f06ec88,
opt_2p7b_l21_q_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.21.self_attn.q_proj.weight,opt_2p7b_block_21,21,q_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,a0118ee442fb51e7,opt_2p7b.npz
opt_2p7b_l23_o_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.out_proj.weight,opt_2p7b_block_23,23,o_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,caea17b7442dc51a,
opt_2p7b_l23_o_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.out_proj.weight,opt_2p7b_block_23,23,o_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,e1bc6a9ead3a1145,opt_2p7b.npz
opt_2p7b_l23_o_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.out_proj.weight,opt_2p7b_block_23,23,o_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,2c315499e6a98af7,
opt_2p7b_l23_o_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.out_proj.weight,opt_2p7b_block_23,23,o_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,3af13e57a0ceab14,opt_2p7b.npz
opt_2p7b_l23_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.out_proj.weight,opt_2p7b_block_23,23,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,1f4e1e1094974c53,
opt_2p7b_l23_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.out_proj.weight,opt_2p7b_block_23,23,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,1c80ed4bed9448b0,opt_2p7b.npz
opt_2p7b_l23_q_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.q_proj.weight,opt_2p7b_block_23,23,q_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,ffcc70f24799bca2,
opt_2p7b_l23_q_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.q_proj.weight,opt_2p7b_block_23,23,q_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,115193560752f61e,opt_2p7b.npz
opt_2p7b_l23_q_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.q_proj.weight,opt_2p7b_block_23,23,q_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,f75169f31f36c02e,
opt_2p7b_l23_q_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.q_proj.weight,opt_2p7b_block_23,23,q_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,b0750a86ef228a98,opt_2p7b.npz
opt_2p7b_l23_q_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.q_proj.weight,opt_2p7b_block_23,23,q_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,5b84015e7d1d7839,
opt_2p7b_l23_q_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.23.self_attn.q_proj.weight,opt_2p7b_block_23,23,q_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,f0d4d2993ac023cf,opt_2p7b.npz
opt_2p7b_l24_o_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.out_proj.weight,opt_2p7b_block_24,24,o_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,97cc63e8f82b3e38,
opt_2p7b_l24_o_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.out_proj.weight,opt_2p7b_block_24,24,o_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,c6499079cd7f7f8c,opt_2p7b.npz
opt_2p7b_l24_o_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.out_proj.weight,opt_2p7b_block_24,24,o_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,e90700383ab02d6a,
opt_2p7b_l24_o_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.out_proj.weight,opt_2p7b_block_24,24,o_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,61a2e93b1e40ba5c,opt_2p7b.npz
opt_2p7b_l24_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.out_proj.weight,opt_2p7b_block_24,24,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,fffbdc8311500891,
opt_2p7b_l24_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.out_proj.weight,opt_2p7b_block_24,24,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,aec8adf147ad7005,opt_2p7b.npz
opt_2p7b_l24_q_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.q_proj.weight,opt_2p7b_block_24,24,q_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,9854160ab1b4c8f3,
opt_2p7b_l24_q_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.q_proj.weight,opt_2p7b_block_24,24,q_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,0c18abe94effebe0,opt_2p7b.npz
opt_2p7b_l24_q_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.q_proj.weight,opt_2p7b_block_24,24,q_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,5eb91a92838cda88,
opt_2p7b_l24_q_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.q_proj.weight,opt_2p7b_block_24,24,q_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,7b4a159bb56b1656,opt_2p7b.npz
opt_2p7b_l24_q_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.q_proj.weight,opt_2p7b_block_24,24,q_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,97092c825062520b,
opt_2p7b_l24_q_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.24.self_attn.q_proj.weight,opt_2p7b_block_24,24,q_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,12350a1187ebff9b,opt_2p7b.npz
opt_2p7b_l25_o_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.out_proj.weight,opt_2p7b_block_25,25,o_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,cc8eea4f3b110b92,
opt_2p7b_l25_o_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.out_proj.weight,opt_2p7b_block_25,25,o_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,d95966eff427a269,opt_2p7b.npz
opt_2p7b_l25_o_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.out_proj.weight,opt_2p7b_block_25,25,o_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,ac1e217752c2e9ef,
opt_2p7b_l25_o_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.out_proj.weight,opt_2p7b_block_25,25,o_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,5f6ede25a1c478e5,opt_2p7b.npz
opt_2p7b_l25_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.out_proj.weight,opt_2p7b_block_25,25,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,10a5eb6343c4d201,
opt_2p7b_l25_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.out_proj.weight,opt_2p7b_block_25,25,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,6ed017f8ddb9027e,opt_2p7b.npz
opt_2p7b_l25_q_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.q_proj.weight,opt_2p7b_block_25,25,q_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,4293945ce8b2ccda,
opt_2p7b_l25_q_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.q_proj.weight,opt_2p7b_block_25,25,q_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,fad27f702cdd9c50,opt_2p7b.npz
opt_2p7b_l25_q_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.q_proj.weight,opt_2p7b_block_25,25,q_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,76adf58537168368,
opt_2p7b_l25_q_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.q_proj.weight,opt_2p7b_block_25,25,q_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,ea3d2670df3ad205,opt_2p7b.npz
opt_2p7b_l25_q_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.q_proj.weight,opt_2p7b_block_25,25,q_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,59a906a760cafbee,
opt_2p7b_l25_q_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.25.self_attn.q_proj.weight,opt_2p7b_block_25,25,q_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,cde72575c521a7e6,opt_2p7b.npz
opt_2p7b_l26_o_proj_global_mag_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.26.self_attn.out_proj.weight,opt_2p7b_block_26,26,o_proj,2560x2560,global_mag_s70,unstructured,0.7,,2560,2560,1966080,0.7,4e82635e1e20bc33,
opt_2p7b_l26_o_proj_wanda_s70,OPT-2.7B,opt_2p7b,model.decoder.layers.26.self_attn.out_proj.weight,opt_2p7b_block_26,26,o_proj,2560x2560,wanda_s70,activation_aware_unstructured,0.7,,2560,2560,1966080,0.7,66c065338d9a131c,opt_2p7b.npz
opt_2p7b_l26_o_proj_global_mag_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.26.self_attn.out_proj.weight,opt_2p7b_block_26,26,o_proj,2560x2560,global_mag_s80,unstructured,0.8,,2560,2560,1310720,0.8,a40c364a33b9bb94,
opt_2p7b_l26_o_proj_wanda_s80,OPT-2.7B,opt_2p7b,model.decoder.layers.26.self_attn.out_proj.weight,opt_2p7b_block_26,26,o_proj,2560x2560,wanda_s80,activation_aware_unstructured,0.8,,2560,2560,1310720,0.8,4a5d0dd652581a1e,opt_2p7b.npz
opt_2p7b_l26_o_proj_global_mag_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.26.self_attn.out_proj.weight,opt_2p7b_block_26,26,o_proj,2560x2560,global_mag_s90,unstructured,0.9,,2560,2560,655360,0.9,66d2f3f23eecf2d4,
opt_2p7b_l26_o_proj_wanda_s90,OPT-2.7B,opt_2p7b,model.decoder.layers.26.self_attn.out_proj.weight,opt_2p7b_block_26,26,o_proj,2560x2560,wanda_s90,activation_aware_unstructured,0.9,,2560,2560,655360,0.9,6e186846944865e3,opt_2p7b.npz
